"id_subj","group","n_trial","rt","acc","identity"
"HM12","HSAM",2,1.16,1,"non-matching TU"
"HM12","HSAM",3,0.6823,1,"matching TU"
"HM12","HSAM",4,NA,0,"matching SCONOSCIUTO"
"HM12","HSAM",5,0.5084,1,"matching TU"
"HM12","HSAM",6,1.0998,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",7,NA,0,"non-matching TU"
"HM12","HSAM",8,1.1659,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",9,1.3862,0,"non-matching TU"
"HM12","HSAM",10,1.2458,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",11,1.3868,0,"non-matching TU"
"HM12","HSAM",12,1.3382,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",13,0.9931,1,"matching TU"
"HM12","HSAM",14,0.8847,1,"matching TU"
"HM12","HSAM",15,1.3805,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",16,1.4183,1,"non-matching TU"
"HM12","HSAM",17,0.6932,1,"matching TU"
"HM12","HSAM",18,1.1561,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",19,0.6909,1,"matching TU"
"HM12","HSAM",20,1.2319,1,"matching SCONOSCIUTO"
"HM12","HSAM",21,1.0526,1,"non-matching TU"
"HM12","HSAM",22,1.3733,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",23,1.1851,1,"matching SCONOSCIUTO"
"HM12","HSAM",24,0.5352,1,"matching TU"
"HM12","HSAM",25,1.1672,1,"non-matching TU"
"HM12","HSAM",26,0.5507,1,"matching TU"
"HM12","HSAM",27,1.2027,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",28,0.6621,1,"matching TU"
"HM12","HSAM",29,0.7211,1,"matching TU"
"HM12","HSAM",30,1.4017,1,"non-matching TU"
"HM12","HSAM",31,NA,0,"non-matching TU"
"HM12","HSAM",32,1.2914,1,"matching SCONOSCIUTO"
"HM12","HSAM",33,1.2183,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",34,NA,0,"matching SCONOSCIUTO"
"HM12","HSAM",35,0.8137,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",36,1.0319,0,"non-matching TU"
"HM12","HSAM",37,0.7901,1,"matching TU"
"HM12","HSAM",38,0.9995,1,"matching SCONOSCIUTO"
"HM12","HSAM",39,1.076,1,"matching SCONOSCIUTO"
"HM12","HSAM",40,1.1755,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",41,1.5327,1,"matching SCONOSCIUTO"
"HM12","HSAM",42,1.0458,1,"non-matching TU"
"HM12","HSAM",43,0.4646,1,"matching TU"
"HM12","HSAM",44,1.0329,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",45,1.17,1,"non-matching TU"
"HM12","HSAM",46,1.3214,0,"matching SCONOSCIUTO"
"HM12","HSAM",47,1.1055,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",48,0.4212,1,"matching TU"
"HM12","HSAM",49,0.9019,0,"matching SCONOSCIUTO"
"HM12","HSAM",50,1.0785,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",51,1.0695,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",52,1.4038,1,"non-matching TU"
"HM12","HSAM",53,1.4639,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",54,1.0775,1,"non-matching TU"
"HM12","HSAM",55,1.2313,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",56,1.2039,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",57,0.9451,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",58,0.6975,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",59,0.4725,1,"matching TU"
"HM12","HSAM",60,0.7579,1,"matching TU"
"HM12","HSAM",61,0.9099,0,"matching SCONOSCIUTO"
"HM12","HSAM",62,0.5216,1,"matching TU"
"HM12","HSAM",63,0.9101,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",64,1.107,1,"non-matching TU"
"HM12","HSAM",65,0.801,1,"matching TU"
"HM12","HSAM",66,1.1215,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",67,0.963,1,"non-matching TU"
"HM12","HSAM",68,0.9589,1,"non-matching TU"
"HM12","HSAM",69,0.6832,1,"non-matching TU"
"HM12","HSAM",70,0.558,1,"matching TU"
"HM12","HSAM",71,1.1748,1,"matching SCONOSCIUTO"
"HM12","HSAM",72,0.7785,1,"non-matching TU"
"HM12","HSAM",73,0.8288,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",74,1.4005,1,"matching SCONOSCIUTO"
"HM12","HSAM",75,1.474,1,"matching SCONOSCIUTO"
"HM12","HSAM",76,0.7626,1,"non-matching TU"
"HM12","HSAM",77,0.4364,1,"matching TU"
"HM12","HSAM",78,1.1052,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",79,1.0008,1,"non-matching TU"
"HM12","HSAM",80,0.9611,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",81,1.1648,1,"matching SCONOSCIUTO"
"HM12","HSAM",82,1.2604,1,"matching SCONOSCIUTO"
"HM12","HSAM",83,0.4423,1,"matching TU"
"HM12","HSAM",84,0.459,1,"matching TU"
"HM12","HSAM",85,0.6457,1,"non-matching TU"
"HM12","HSAM",86,1.2446,0,"matching SCONOSCIUTO"
"HM12","HSAM",87,0.4683,0,"non-matching TU"
"HM12","HSAM",88,1.1657,1,"matching SCONOSCIUTO"
"HM12","HSAM",89,0.5911,1,"matching TU"
"HM12","HSAM",90,0.6017,1,"matching TU"
"HM12","HSAM",91,1.2621,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",92,0.8596,1,"non-matching TU"
"HM12","HSAM",93,1.1149,1,"matching SCONOSCIUTO"
"HM12","HSAM",94,0.4913,1,"matching TU"
"HM12","HSAM",95,0.8319,1,"non-matching TU"
"HM12","HSAM",96,0.8936,1,"non-matching TU"
"HM12","HSAM",97,0.6111,1,"non-matching TU"
"HM12","HSAM",98,0.9739,1,"matching SCONOSCIUTO"
"HM12","HSAM",99,0.461,1,"matching TU"
"HM12","HSAM",100,1.0441,1,"matching SCONOSCIUTO"
"HM12","HSAM",101,0.9754,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",102,0.7534,1,"matching TU"
"HM12","HSAM",103,1.226,1,"matching SCONOSCIUTO"
"HM12","HSAM",104,0.8648,1,"non-matching TU"
"HM12","HSAM",105,1.0722,1,"non-matching TU"
"HM12","HSAM",106,1.3365,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",107,NA,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",108,NA,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",109,1.1284,1,"matching SCONOSCIUTO"
"HM12","HSAM",110,1.1496,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",111,0.9527,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",112,0.7182,1,"non-matching TU"
"HM12","HSAM",113,0.7598,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",114,0.6837,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",115,0.5584,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",116,0.5187,1,"matching TU"
"HM12","HSAM",117,0.7521,0,"matching SCONOSCIUTO"
"HM12","HSAM",118,1.2313,1,"matching SCONOSCIUTO"
"HM12","HSAM",119,0.5467,1,"matching TU"
"HM12","HSAM",120,1.0314,1,"matching SCONOSCIUTO"
"HM12","HSAM",121,0.5776,1,"matching TU"
"HM12","HSAM",122,0.4845,1,"matching TU"
"HM12","HSAM",123,0.8615,1,"matching SCONOSCIUTO"
"HM12","HSAM",124,0.6795,1,"non-matching TU"
"HM12","HSAM",125,0.9982,1,"non-matching TU"
"HM12","HSAM",126,0.5768,1,"non-matching TU"
"HM12","HSAM",127,0.4398,1,"matching TU"
"HM12","HSAM",128,1.2766,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",129,0.5404,1,"non-matching TU"
"HM12","HSAM",130,0.8289,0,"matching SCONOSCIUTO"
"HM12","HSAM",131,1.2521,0,"matching SCONOSCIUTO"
"HM12","HSAM",132,0.7136,1,"non-matching TU"
"HM12","HSAM",133,0.5269,1,"matching TU"
"HM12","HSAM",134,0.8293,0,"non-matching TU"
"HM12","HSAM",135,1.3886,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",136,0.8405,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",137,0.4602,1,"matching TU"
"HM12","HSAM",138,0.4451,1,"matching TU"
"HM12","HSAM",139,0.6269,1,"non-matching TU"
"HM12","HSAM",140,0.8558,0,"matching SCONOSCIUTO"
"HM12","HSAM",141,0.9886,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",142,1.1037,1,"matching SCONOSCIUTO"
"HM12","HSAM",143,0.67,1,"matching SCONOSCIUTO"
"HM12","HSAM",144,0.9034,1,"non-matching TU"
"HM12","HSAM",145,1.2719,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",146,0.9601,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",147,0.6304,1,"matching TU"
"HM12","HSAM",148,1.4851,0,"matching SCONOSCIUTO"
"HM12","HSAM",149,0.8106,1,"non-matching TU"
"HM12","HSAM",150,1.4276,0,"matching SCONOSCIUTO"
"HM12","HSAM",151,0.8339,1,"non-matching TU"
"HM12","HSAM",152,0.6586,1,"matching TU"
"HM12","HSAM",153,0.7533,1,"non-matching TU"
"HM12","HSAM",154,1.2609,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",155,1.3102,1,"matching SCONOSCIUTO"
"HM12","HSAM",156,0.7187,1,"non-matching TU"
"HM12","HSAM",157,1.1158,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",158,1.3036,1,"matching SCONOSCIUTO"
"HM12","HSAM",159,0.5723,1,"matching SCONOSCIUTO"
"HM12","HSAM",160,0.5922,1,"non-matching TU"
"HM12","HSAM",161,0.6907,1,"matching TU"
"HM12","HSAM",162,0.8814,1,"matching SCONOSCIUTO"
"HM12","HSAM",163,0.5252,1,"matching TU"
"HM12","HSAM",164,NA,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",165,0.859,1,"matching SCONOSCIUTO"
"HM12","HSAM",166,0.9242,1,"matching SCONOSCIUTO"
"HM12","HSAM",167,0.549,1,"matching TU"
"HM12","HSAM",168,0.8475,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",169,1.0882,1,"matching SCONOSCIUTO"
"HM12","HSAM",170,0.7227,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",171,0.7842,1,"non-matching TU"
"HM12","HSAM",172,1.1697,1,"non-matching SCONOSCIUTO"
"HM12","HSAM",173,0.6186,1,"matching TU"
"HM12","HSAM",174,0.9927,1,"matching SCONOSCIUTO"
"HM12","HSAM",175,0.6681,1,"non-matching TU"
"HM12","HSAM",176,1.0436,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",177,0.7628,1,"matching TU"
"HM12","HSAM",178,0.5335,1,"matching TU"
"HM12","HSAM",179,0.7587,1,"matching SCONOSCIUTO"
"HM12","HSAM",180,0.6277,1,"matching TU"
"HM12","HSAM",181,0.8237,1,"matching SCONOSCIUTO"
"HM12","HSAM",182,0.6017,1,"non-matching TU"
"HM12","HSAM",183,0.5398,1,"matching TU"
"HM12","HSAM",184,0.5105,1,"matching TU"
"HM12","HSAM",185,0.9983,1,"matching SCONOSCIUTO"
"HM12","HSAM",186,0.5563,1,"matching TU"
"HM12","HSAM",187,0.8989,1,"matching SCONOSCIUTO"
"HM12","HSAM",188,0.551,1,"matching TU"
"HM12","HSAM",189,0.4232,1,"matching TU"
"HM12","HSAM",190,0.8868,1,"matching SCONOSCIUTO"
"HM12","HSAM",191,0.5302,1,"matching SCONOSCIUTO"
"HM12","HSAM",192,0.4573,1,"matching SCONOSCIUTO"
"HM12","HSAM",193,0.4764,1,"matching TU"
"HM12","HSAM",194,0.6515,1,"matching SCONOSCIUTO"
"HM12","HSAM",195,0.5645,1,"non-matching TU"
"HM12","HSAM",196,0.8682,1,"non-matching TU"
"HM12","HSAM",197,0.6479,0,"non-matching SCONOSCIUTO"
"HM12","HSAM",198,0.9337,0,"non-matching TU"
"HM12","HSAM",199,1.0561,1,"non-matching TU"
"HM12","HSAM",200,0.8501,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",1,0.8401,1,"matching TU"
"HM13","HSAM",2,1.0146,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",3,1.217,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",4,1.2654,1,"non-matching TU"
"HM13","HSAM",5,0.8559,1,"matching SCONOSCIUTO"
"HM13","HSAM",6,1.4013,1,"matching SCONOSCIUTO"
"HM13","HSAM",7,0.9403,1,"matching SCONOSCIUTO"
"HM13","HSAM",8,1.0304,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",9,1.2623,1,"non-matching TU"
"HM13","HSAM",10,0.9097,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",11,0.8563,1,"matching TU"
"HM13","HSAM",12,0.8725,1,"matching TU"
"HM13","HSAM",13,0.8426,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",14,0.923,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",15,1.03,1,"matching SCONOSCIUTO"
"HM13","HSAM",16,0.9548,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",17,0.8522,1,"matching SCONOSCIUTO"
"HM13","HSAM",18,0.7186,1,"matching TU"
"HM13","HSAM",19,0.9986,1,"matching SCONOSCIUTO"
"HM13","HSAM",20,0.8188,1,"matching TU"
"HM13","HSAM",21,0.8696,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",22,1.3995,1,"non-matching TU"
"HM13","HSAM",23,1.0066,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",24,1.0819,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",25,1.0763,1,"non-matching TU"
"HM13","HSAM",26,0.8517,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",27,1.03,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",28,0.8349,1,"matching TU"
"HM13","HSAM",29,0.9922,1,"non-matching TU"
"HM13","HSAM",30,0.9564,1,"non-matching TU"
"HM13","HSAM",31,0.7134,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",32,0.7451,1,"matching TU"
"HM13","HSAM",33,0.9091,1,"non-matching TU"
"HM13","HSAM",34,0.9175,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",35,0.8373,1,"non-matching TU"
"HM13","HSAM",36,1.2659,1,"non-matching TU"
"HM13","HSAM",37,0.8877,1,"matching TU"
"HM13","HSAM",38,0.7973,1,"matching TU"
"HM13","HSAM",39,0.8495,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",40,0.6479,1,"matching TU"
"HM13","HSAM",41,0.8069,1,"non-matching TU"
"HM13","HSAM",42,1.1547,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",43,0.9333,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",44,0.7587,1,"matching TU"
"HM13","HSAM",45,1.0544,0,"matching SCONOSCIUTO"
"HM13","HSAM",46,1.4385,0,"non-matching TU"
"HM13","HSAM",47,0.9892,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",48,0.7563,1,"matching TU"
"HM13","HSAM",49,NA,0,"non-matching TU"
"HM13","HSAM",50,1.1642,1,"non-matching TU"
"HM13","HSAM",51,1.1169,1,"non-matching TU"
"HM13","HSAM",52,0.8222,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",53,1.1667,1,"matching SCONOSCIUTO"
"HM13","HSAM",54,1.0443,1,"matching TU"
"HM13","HSAM",55,1.1249,0,"matching SCONOSCIUTO"
"HM13","HSAM",56,1.3248,1,"matching SCONOSCIUTO"
"HM13","HSAM",57,0.6812,1,"matching SCONOSCIUTO"
"HM13","HSAM",58,0.8132,1,"matching TU"
"HM13","HSAM",59,1.5045,1,"non-matching TU"
"HM13","HSAM",60,1.0076,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",61,1.2744,1,"non-matching TU"
"HM13","HSAM",62,0.6772,1,"matching TU"
"HM13","HSAM",63,0.8269,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",64,0.8711,1,"non-matching TU"
"HM13","HSAM",65,1.1549,1,"non-matching TU"
"HM13","HSAM",66,1.1177,1,"matching SCONOSCIUTO"
"HM13","HSAM",67,0.8002,1,"matching SCONOSCIUTO"
"HM13","HSAM",68,0.742,1,"matching TU"
"HM13","HSAM",69,1.3595,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",70,0.8353,1,"matching TU"
"HM13","HSAM",71,1.1824,1,"non-matching TU"
"HM13","HSAM",72,0.8474,1,"non-matching TU"
"HM13","HSAM",73,0.605,1,"matching TU"
"HM13","HSAM",74,1.0531,1,"matching SCONOSCIUTO"
"HM13","HSAM",75,0.7207,1,"matching SCONOSCIUTO"
"HM13","HSAM",76,0.669,1,"matching SCONOSCIUTO"
"HM13","HSAM",77,0.6653,1,"matching TU"
"HM13","HSAM",78,0.7502,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",79,1.4945,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",80,1.0604,1,"non-matching TU"
"HM13","HSAM",81,0.7538,1,"matching TU"
"HM13","HSAM",82,0.73,1,"matching TU"
"HM13","HSAM",83,1.1905,0,"matching SCONOSCIUTO"
"HM13","HSAM",84,1.2019,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",85,0.6433,1,"matching TU"
"HM13","HSAM",86,0.9016,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",87,1.4418,1,"non-matching TU"
"HM13","HSAM",88,0.885,0,"matching SCONOSCIUTO"
"HM13","HSAM",89,0.6302,1,"matching TU"
"HM13","HSAM",90,1.0852,1,"non-matching TU"
"HM13","HSAM",91,1.066,1,"non-matching TU"
"HM13","HSAM",92,0.9443,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",93,1.1825,1,"non-matching TU"
"HM13","HSAM",94,1.1124,1,"non-matching TU"
"HM13","HSAM",95,0.9777,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",96,0.7033,1,"matching TU"
"HM13","HSAM",97,0.6648,1,"non-matching TU"
"HM13","HSAM",98,0.9655,1,"matching SCONOSCIUTO"
"HM13","HSAM",99,1.3648,0,"matching SCONOSCIUTO"
"HM13","HSAM",100,0.9762,1,"non-matching TU"
"HM13","HSAM",101,1.192,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",102,0.7843,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",103,1.0482,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",104,0.6989,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",105,0.7466,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",106,0.7687,0,"matching SCONOSCIUTO"
"HM13","HSAM",107,1.134,1,"non-matching TU"
"HM13","HSAM",108,NA,0,"non-matching SCONOSCIUTO"
"HM13","HSAM",109,0.7854,1,"matching TU"
"HM13","HSAM",110,0.7869,0,"matching SCONOSCIUTO"
"HM13","HSAM",111,0.5817,1,"matching TU"
"HM13","HSAM",112,0.6011,1,"matching TU"
"HM13","HSAM",113,0.8588,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",114,1.0736,1,"matching SCONOSCIUTO"
"HM13","HSAM",115,0.7993,1,"matching SCONOSCIUTO"
"HM13","HSAM",116,0.839,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",117,0.6875,1,"matching TU"
"HM13","HSAM",118,1.0749,0,"matching SCONOSCIUTO"
"HM13","HSAM",119,1.2239,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",120,0.8478,1,"non-matching TU"
"HM13","HSAM",121,0.9543,1,"matching SCONOSCIUTO"
"HM13","HSAM",122,0.9352,1,"non-matching TU"
"HM13","HSAM",123,1.2353,1,"matching SCONOSCIUTO"
"HM13","HSAM",124,1.0706,1,"non-matching TU"
"HM13","HSAM",125,0.9302,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",126,0.795,1,"matching SCONOSCIUTO"
"HM13","HSAM",127,0.8887,1,"matching TU"
"HM13","HSAM",128,0.7182,1,"matching TU"
"HM13","HSAM",129,0.7173,1,"matching TU"
"HM13","HSAM",130,0.6824,1,"matching TU"
"HM13","HSAM",131,0.8019,1,"matching SCONOSCIUTO"
"HM13","HSAM",132,NA,0,"non-matching TU"
"HM13","HSAM",133,0.718,1,"non-matching TU"
"HM13","HSAM",134,1.1459,0,"non-matching SCONOSCIUTO"
"HM13","HSAM",135,NA,0,"non-matching TU"
"HM13","HSAM",136,0.9278,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",137,1.0726,1,"matching SCONOSCIUTO"
"HM13","HSAM",138,0.7727,1,"matching SCONOSCIUTO"
"HM13","HSAM",139,0.8271,1,"matching SCONOSCIUTO"
"HM13","HSAM",140,0.6918,1,"matching SCONOSCIUTO"
"HM13","HSAM",141,1.3206,1,"non-matching TU"
"HM13","HSAM",142,1.3501,1,"matching TU"
"HM13","HSAM",143,0.9161,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",144,0.9846,0,"matching SCONOSCIUTO"
"HM13","HSAM",145,0.6991,1,"matching SCONOSCIUTO"
"HM13","HSAM",146,0.7675,1,"matching TU"
"HM13","HSAM",147,1.0192,1,"matching TU"
"HM13","HSAM",148,0.9593,1,"matching SCONOSCIUTO"
"HM13","HSAM",149,0.6096,1,"matching TU"
"HM13","HSAM",150,0.9282,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",151,1.0335,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",152,0.7016,1,"matching TU"
"HM13","HSAM",153,0.7344,1,"matching TU"
"HM13","HSAM",154,0.7011,1,"matching TU"
"HM13","HSAM",155,0.6968,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",156,0.8787,1,"matching SCONOSCIUTO"
"HM13","HSAM",157,0.9491,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",158,0.6546,1,"matching TU"
"HM13","HSAM",159,1.1391,0,"non-matching TU"
"HM13","HSAM",160,1.2038,1,"non-matching TU"
"HM13","HSAM",161,0.6225,1,"matching TU"
"HM13","HSAM",162,0.9731,0,"non-matching TU"
"HM13","HSAM",163,NA,0,"matching SCONOSCIUTO"
"HM13","HSAM",164,1.1001,1,"non-matching TU"
"HM13","HSAM",165,0.7007,1,"matching TU"
"HM13","HSAM",166,0.8724,1,"matching SCONOSCIUTO"
"HM13","HSAM",167,0.7793,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",168,0.9537,1,"matching SCONOSCIUTO"
"HM13","HSAM",169,0.8728,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",170,1.2366,1,"matching SCONOSCIUTO"
"HM13","HSAM",171,0.7732,1,"matching TU"
"HM13","HSAM",172,0.9502,0,"non-matching TU"
"HM13","HSAM",173,0.902,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",174,0.8472,1,"matching SCONOSCIUTO"
"HM13","HSAM",175,0.8429,1,"matching TU"
"HM13","HSAM",176,0.6694,0,"non-matching SCONOSCIUTO"
"HM13","HSAM",177,1.1565,1,"matching SCONOSCIUTO"
"HM13","HSAM",178,0.9934,1,"non-matching TU"
"HM13","HSAM",179,1.1228,1,"non-matching TU"
"HM13","HSAM",180,1.2374,1,"matching SCONOSCIUTO"
"HM13","HSAM",181,0.65,1,"matching TU"
"HM13","HSAM",182,1.1832,0,"non-matching TU"
"HM13","HSAM",183,0.7818,1,"non-matching TU"
"HM13","HSAM",184,0.9791,1,"non-matching SCONOSCIUTO"
"HM13","HSAM",185,NA,0,"matching SCONOSCIUTO"
"HM13","HSAM",186,0.6394,1,"matching TU"
"HM13","HSAM",187,0.7476,1,"matching TU"
"HM13","HSAM",188,0.6254,1,"matching TU"
"HM13","HSAM",189,0.9145,1,"matching SCONOSCIUTO"
"HM13","HSAM",190,0.8506,1,"matching SCONOSCIUTO"
"HM13","HSAM",191,0.8733,1,"non-matching TU"
"HM13","HSAM",192,1.0329,0,"matching SCONOSCIUTO"
"HM13","HSAM",193,1.0335,1,"matching SCONOSCIUTO"
"HM13","HSAM",194,0.8835,1,"non-matching TU"
"HM13","HSAM",195,0.9844,1,"non-matching TU"
"HM13","HSAM",196,0.6037,1,"non-matching TU"
"HM13","HSAM",197,0.6628,1,"matching TU"
"HM13","HSAM",198,0.7714,1,"non-matching TU"
"HM13","HSAM",199,0.7461,0,"matching SCONOSCIUTO"
"HM13","HSAM",200,0.6619,1,"matching TU"
"HM14","HSAM",1,1.1907,1,"non-matching TU"
"HM14","HSAM",2,0.8458,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",3,0.7869,1,"matching TU"
"HM14","HSAM",4,0.8116,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",5,0.8416,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",6,1.0382,1,"matching SCONOSCIUTO"
"HM14","HSAM",7,0.9327,1,"matching SCONOSCIUTO"
"HM14","HSAM",8,0.9398,1,"matching SCONOSCIUTO"
"HM14","HSAM",9,0.901,1,"non-matching TU"
"HM14","HSAM",10,0.9628,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",11,0.7095,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",12,0.7749,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",13,0.9322,1,"matching TU"
"HM14","HSAM",14,0.8733,1,"non-matching TU"
"HM14","HSAM",15,1.1687,1,"matching SCONOSCIUTO"
"HM14","HSAM",16,1.2291,0,"non-matching TU"
"HM14","HSAM",17,1.146,0,"matching SCONOSCIUTO"
"HM14","HSAM",18,1.416,1,"non-matching TU"
"HM14","HSAM",19,0.9641,1,"matching TU"
"HM14","HSAM",20,0.7937,1,"matching TU"
"HM14","HSAM",21,1.4625,1,"non-matching TU"
"HM14","HSAM",22,1.2691,1,"non-matching TU"
"HM14","HSAM",23,1.2855,1,"matching SCONOSCIUTO"
"HM14","HSAM",24,1.4961,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",25,1.2145,1,"non-matching TU"
"HM14","HSAM",26,1.0822,0,"matching SCONOSCIUTO"
"HM14","HSAM",27,1.032,1,"matching TU"
"HM14","HSAM",28,0.8221,1,"matching TU"
"HM14","HSAM",29,0.6989,1,"matching TU"
"HM14","HSAM",30,0.9986,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",31,1.2123,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",32,1.0659,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",33,1.2983,1,"non-matching TU"
"HM14","HSAM",34,1.2011,1,"matching SCONOSCIUTO"
"HM14","HSAM",35,1.2033,1,"matching SCONOSCIUTO"
"HM14","HSAM",36,0.945,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",37,0.9984,1,"matching TU"
"HM14","HSAM",38,1.1719,0,"non-matching TU"
"HM14","HSAM",39,0.7985,1,"non-matching TU"
"HM14","HSAM",40,0.9002,1,"matching TU"
"HM14","HSAM",41,1.2969,1,"matching SCONOSCIUTO"
"HM14","HSAM",42,1.0854,1,"matching SCONOSCIUTO"
"HM14","HSAM",43,0.7999,1,"matching TU"
"HM14","HSAM",44,1.277,1,"non-matching TU"
"HM14","HSAM",45,1.183,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",46,1.1832,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",47,1.3989,1,"non-matching TU"
"HM14","HSAM",48,0.8954,1,"matching TU"
"HM14","HSAM",49,1.3353,1,"non-matching TU"
"HM14","HSAM",50,0.8946,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",51,1.1608,1,"non-matching TU"
"HM14","HSAM",52,0.8342,1,"non-matching SCONOSCIUTO"
"HM14","HSAM",53,1.3091,1,"matching SCONOSCIUTO"
